pop_rank,city,state,month,year,mean_sales_price,number_of_sales,home_value,market_heat_index,value_surplus
83,"Akron, OH",OH,2,2008,111182.75,398.0,124307.86961008215,,-13125.119610082154
83,"Akron, OH",OH,3,2008,117496.4,403.0,124112.72549484271,,-6616.32549484272
83,"Akron, OH",OH,4,2008,116325.5,480.0,124067.89610415044,,-7742.396104150437
83,"Akron, OH",OH,5,2008,140846.0,478.0,124246.82183109078,,16599.178168909217
83,"Akron, OH",OH,6,2008,137244.5,603.0,124224.5009722006,,13019.999027799393
83,"Akron, OH",OH,7,2008,129223.5,551.0,124164.7097296808,,5058.790270319194
83,"Akron, OH",OH,8,2008,135843.0,578.0,123847.7121232729,,11995.287876727103
83,"Akron, OH",OH,9,2008,120410.0,564.0,123525.19464229284,,-3115.194642292845
83,"Akron, OH",OH,10,2008,115612.0,556.0,123173.05630877322,,-7561.056308773215
83,"Akron, OH",OH,11,2008,104614.4,386.0,122766.13767173636,,-18151.737671736366
83,"Akron, OH",OH,12,2008,97483.75,460.0,122035.02688320252,,-24551.276883202518
83,"Akron, OH",OH,1,2009,89178.2,367.0,121270.01401258608,,-32091.81401258608
83,"Akron, OH",OH,2,2009,89638.0,371.0,120540.50294043742,,-30902.50294043742
83,"Akron, OH",OH,3,2009,92845.0,479.0,119939.36175583788,,-27094.361755837876
83,"Akron, OH",OH,4,2009,99592.0,483.0,119396.93992844391,,-19804.939928443913
83,"Akron, OH",OH,5,2009,106148.8,503.0,118983.74164807564,,-12834.941648075634
83,"Akron, OH",OH,6,2009,112267.0,575.0,118622.298956958,,-6355.298956957995
83,"Akron, OH",OH,7,2009,119875.75,583.0,118170.09443924608,,1705.6555607539194
83,"Akron, OH",OH,8,2009,116457.0,501.0,117767.51774774212,,-1310.517747742124
83,"Akron, OH",OH,9,2009,137251.0,507.0,117581.15762914602,,19669.842370853978
83,"Akron, OH",OH,10,2009,107705.8,514.0,117604.315065682,,-9898.515065682004
83,"Akron, OH",OH,11,2009,114766.0,504.0,117539.71229942016,,-2773.7122994201636
83,"Akron, OH",OH,12,2009,111894.25,452.0,117319.89204065553,,-5425.642040655526
83,"Akron, OH",OH,1,2010,112354.0,266.0,117023.7993365191,,-4669.799336519107
83,"Akron, OH",OH,2,2010,118066.25,296.0,116830.84741533188,,1235.402584668118
83,"Akron, OH",OH,3,2010,121865.5,418.0,116645.5771794023,,5219.922820597698
83,"Akron, OH",OH,4,2010,127143.5,522.0,116345.010180241,,10798.489819758994
83,"Akron, OH",OH,5,2010,127699.4,558.0,116498.31865343958,,11201.081346560415
83,"Akron, OH",OH,6,2010,139492.0,611.0,116934.98959631076,,22557.010403689244
83,"Akron, OH",OH,7,2010,127038.0,387.0,117383.04117473008,,9654.958825269918
83,"Akron, OH",OH,8,2010,129726.5,402.0,117285.77475334522,,12440.72524665478
83,"Akron, OH",OH,9,2010,118706.75,383.0,116672.1076938121,,2034.6423061879032
83,"Akron, OH",OH,10,2010,122291.8,352.0,115893.3820434363,,6398.417956563702
83,"Akron, OH",OH,11,2010,115961.25,359.0,114930.96071998971,,1030.2892800102854
83,"Akron, OH",OH,12,2010,108884.0,388.0,114077.77268719708,,-5193.772687197081
83,"Akron, OH",OH,1,2011,96419.2,301.0,113282.60549579744,,-16863.405495797444
83,"Akron, OH",OH,2,2011,97870.0,272.0,112712.87790431832,,-14842.877904318317
83,"Akron, OH",OH,3,2011,103564.5,444.0,112256.71038337809,,-8692.210383378086
83,"Akron, OH",OH,4,2011,104831.4,448.0,111931.99718093644,,-7100.597180936442
83,"Akron, OH",OH,5,2011,111503.0,438.0,111234.7531016632,,268.2468983368017
83,"Akron, OH",OH,6,2011,139053.0,517.0,110518.2779918482,,28534.722008151803
83,"Akron, OH",OH,7,2011,128732.8,479.0,109841.71248533943,,18891.08751466057
83,"Akron, OH",OH,8,2011,132275.75,575.0,109571.05026521395,,22704.699734786045
83,"Akron, OH",OH,9,2011,118373.0,499.0,109171.0691808362,,9201.930819163797
83,"Akron, OH",OH,10,2011,110365.4,414.0,108597.84022567532,,1767.5597743246763
83,"Akron, OH",OH,11,2011,107879.25,433.0,108020.6096910211,,-141.3596910211054
83,"Akron, OH",OH,12,2011,111679.4,471.0,107424.98456887645,,4254.415431123547
83,"Akron, OH",OH,1,2012,115796.75,372.0,106739.45640012532,,9057.293599874683
83,"Akron, OH",OH,2,2012,98912.0,394.0,106120.88825749289,,-7208.888257492887
83,"Akron, OH",OH,3,2012,114383.2,481.0,105776.3898720262,,8606.810127973804
83,"Akron, OH",OH,4,2012,131896.75,499.0,105966.02137613164,,25930.72862386836
83,"Akron, OH",OH,5,2012,131884.5,594.0,106179.95309545349,,25704.546904546514
83,"Akron, OH",OH,6,2012,143911.4,620.0,106338.40530369466,,37572.99469630534
83,"Akron, OH",OH,7,2012,143478.75,547.0,106376.286568621,,37102.463431379
83,"Akron, OH",OH,8,2012,148562.75,660.0,106357.06429398136,,42205.685706018645
83,"Akron, OH",OH,9,2012,133487.2,527.0,106465.99629301438,,27021.20370698563
83,"Akron, OH",OH,10,2012,119779.0,614.0,106424.8223836795,,13354.177616320507
83,"Akron, OH",OH,11,2012,150797.25,509.0,106415.28949163204,,44381.96050836796
83,"Akron, OH",OH,12,2012,152541.0,541.0,106524.33443719684,,46016.66556280316
83,"Akron, OH",OH,1,2013,131490.0,395.0,106670.73902064614,,24819.260979353858
83,"Akron, OH",OH,2,2013,118519.75,367.0,106866.88953724327,,11652.860462756726
83,"Akron, OH",OH,3,2013,132604.4,570.0,107118.47909673618,,25485.920903263817
83,"Akron, OH",OH,4,2013,137025.0,615.0,107815.59208549069,,29209.407914509313
83,"Akron, OH",OH,5,2013,138082.5,709.0,108744.17443724872,,29338.325562751284
83,"Akron, OH",OH,6,2013,160243.6,760.0,109530.93657694,,50712.66342306
83,"Akron, OH",OH,7,2013,154273.25,795.0,110068.29822239227,,44204.95177760773
83,"Akron, OH",OH,8,2013,156374.6,789.0,110455.43085940692,,45919.16914059309
83,"Akron, OH",OH,9,2013,135572.0,655.0,110794.52158237826,,24777.478417621736
83,"Akron, OH",OH,10,2013,147421.75,712.0,111039.43072030328,,36382.31927969672
83,"Akron, OH",OH,11,2013,126026.4,569.0,111153.8872686479,,14872.512731352093
83,"Akron, OH",OH,12,2013,115085.75,588.0,111347.76413504875,,3737.985864951246
83,"Akron, OH",OH,1,2014,126584.75,425.0,111248.16209543931,,15336.587904560685
83,"Akron, OH",OH,2,2014,116661.25,410.0,111097.74361315883,,5563.506386841167
83,"Akron, OH",OH,3,2014,136405.8,531.0,110928.24732599314,,25477.552674006845
83,"Akron, OH",OH,4,2014,148879.25,569.0,111326.34188462344,,37552.90811537656
83,"Akron, OH",OH,5,2014,142568.6,715.0,111980.71566148616,,30587.884338513846
83,"Akron, OH",OH,6,2014,161908.5,791.0,112611.76052134651,,49296.739478653486
83,"Akron, OH",OH,7,2014,149116.25,811.0,113049.96473172629,,36066.285268273714
83,"Akron, OH",OH,8,2014,150495.6,769.0,113274.52978731094,,37221.07021268907
83,"Akron, OH",OH,9,2014,159015.25,744.0,113349.78040001696,,45665.469599983044
83,"Akron, OH",OH,10,2014,128014.75,791.0,113101.36370274886,,14913.386297251142
83,"Akron, OH",OH,11,2014,143369.8,577.0,112988.33654692845,,30381.46345307154
83,"Akron, OH",OH,12,2014,129255.25,668.0,113090.51337169872,,16164.736628301282
83,"Akron, OH",OH,1,2015,105364.2,476.0,113253.3232407766,,-7889.123240776607
83,"Akron, OH",OH,2,2015,124182.5,488.0,113252.33074308872,,10930.169256911278
83,"Akron, OH",OH,3,2015,134381.75,652.0,113247.92404104484,,21133.82595895516
83,"Akron, OH",OH,4,2015,127538.0,732.0,113673.93544222474,,13864.064557775258
83,"Akron, OH",OH,5,2015,141941.8,859.0,114332.01757338604,,27609.78242661395
83,"Akron, OH",OH,6,2015,154142.0,949.0,115015.9412856328,,39126.0587143672
83,"Akron, OH",OH,7,2015,156957.0,1007.0,115575.62269023276,,41381.37730976724
83,"Akron, OH",OH,8,2015,154749.6,931.0,116220.6642832521,,38528.9357167479
83,"Akron, OH",OH,9,2015,145107.75,850.0,116817.18413224311,,28290.565867756886
83,"Akron, OH",OH,10,2015,139700.0,804.0,117394.57015332034,,22305.42984667966
83,"Akron, OH",OH,11,2015,131448.25,611.0,117787.4330736352,,13660.816926364801
83,"Akron, OH",OH,12,2015,141877.0,752.0,118363.1687746315,,23513.8312253685
83,"Akron, OH",OH,1,2016,130137.8,539.0,119085.59428250985,,11052.205717490157
83,"Akron, OH",OH,2,2016,135532.5,545.0,120041.67067938946,,15490.829320610545
83,"Akron, OH",OH,3,2016,132719.0,742.0,120501.27593258,,12217.72406742
83,"Akron, OH",OH,4,2016,169226.6,805.0,120744.85607691832,,48481.74392308168
83,"Akron, OH",OH,5,2016,145799.5,874.0,120725.45854791706,,25074.041452082936
83,"Akron, OH",OH,6,2016,168699.0,1039.0,121016.46567872795,,47682.53432127205
83,"Akron, OH",OH,7,2016,158930.0,965.0,121275.82979528642,,37654.17020471358
83,"Akron, OH",OH,8,2016,149878.25,948.0,121643.75795649269,,28234.492043507315
83,"Akron, OH",OH,9,2016,156570.75,894.0,122001.655876174,,34569.094123826
83,"Akron, OH",OH,10,2016,146122.0,794.0,122433.29243126768,,23688.707568732323
83,"Akron, OH",OH,11,2016,141679.25,770.0,122893.3155088434,,18785.9344911566
83,"Akron, OH",OH,12,2016,136968.4,727.0,123540.87303191256,,13427.526968087433
83,"Akron, OH",OH,1,2017,132699.5,546.0,124116.6238850461,,8582.876114953906
83,"Akron, OH",OH,2,2017,126889.5,575.0,124554.2420777302,,2335.257922269797
83,"Akron, OH",OH,3,2017,144926.75,758.0,124879.93338251584,,20046.81661748416
83,"Akron, OH",OH,4,2017,160477.4,758.0,125432.06693987902,,35045.333060120975
83,"Akron, OH",OH,5,2017,159059.5,1001.0,126063.03886259288,,32996.461137407125
83,"Akron, OH",OH,6,2017,175091.0,1137.0,126817.88339457182,,48273.11660542818
83,"Akron, OH",OH,7,2017,174896.4,880.0,127532.7713057807,,47363.6286942193
83,"Akron, OH",OH,8,2017,163092.0,1059.0,128193.89916005258,,34898.10083994742
83,"Akron, OH",OH,9,2017,158522.0,893.0,128668.11844206289,,29853.881557937115
83,"Akron, OH",OH,10,2017,157754.75,892.0,129158.70528217634,,28596.044717823665
83,"Akron, OH",OH,11,2017,159817.75,739.0,129931.5496020997,,29886.200397900306
83,"Akron, OH",OH,12,2017,157116.4,733.0,130741.37533770816,,26375.024662291835
83,"Akron, OH",OH,1,2018,149008.5,530.0,131518.23703472564,38.0,17490.262965274364
83,"Akron, OH",OH,2,2018,137066.0,487.0,132080.7855066741,38.0,4985.2144933259115
83,"Akron, OH",OH,3,2018,151300.4,741.0,132812.80964609838,41.0,18487.590353901614
83,"Akron, OH",OH,4,2018,160845.0,829.0,133535.80113121416,43.0,27309.19886878584
83,"Akron, OH",OH,5,2018,161265.5,1071.0,134174.78427173445,43.0,27090.715728265553
83,"Akron, OH",OH,6,2018,180683.0,967.0,134644.70879945304,41.0,46038.291200546955
83,"Akron, OH",OH,7,2018,167856.0,1045.0,135115.29905632258,40.0,32740.700943677424
83,"Akron, OH",OH,8,2018,177047.5,1021.0,135665.14583743736,37.0,41382.35416256264
83,"Akron, OH",OH,9,2018,167277.8,802.0,136346.110540762,34.0,30931.689459237998
83,"Akron, OH",OH,10,2018,166998.25,894.0,136931.75507079452,32.0,30066.49492920548
83,"Akron, OH",OH,11,2018,167566.25,776.0,137656.35975770242,34.0,29909.89024229758
83,"Akron, OH",OH,12,2018,160668.0,695.0,138330.37896734636,39.0,22337.62103265364
83,"Akron, OH",OH,1,2019,162184.25,549.0,139077.1909905023,45.0,23107.059009497694
83,"Akron, OH",OH,2,2019,148231.25,541.0,140039.96008733645,50.0,8191.289912663546
83,"Akron, OH",OH,3,2019,156719.6,671.0,140932.55770779945,52.0,15787.042292200553
83,"Akron, OH",OH,4,2019,174932.75,864.0,141677.45675118917,51.0,33255.293248810834
83,"Akron, OH",OH,5,2019,175133.0,976.0,142138.73496258006,47.0,32994.265037419944
83,"Akron, OH",OH,6,2019,187063.4,991.0,142710.75751638296,46.0,44352.64248361703
83,"Akron, OH",OH,7,2019,188260.75,986.0,143237.67653497364,47.0,45023.07346502636
83,"Akron, OH",OH,8,2019,182987.6,994.0,143522.50468916082,47.0,39465.095310839184
83,"Akron, OH",OH,9,2019,164291.0,835.0,143765.6553228162,43.0,20525.344677183806
83,"Akron, OH",OH,10,2019,163936.25,865.0,144153.24296538823,40.0,19783.00703461177
83,"Akron, OH",OH,11,2019,153302.6,657.0,144821.30344825276,40.0,8481.296551747248
83,"Akron, OH",OH,12,2019,152193.75,697.0,145387.19872045855,44.0,6806.551279541454
83,"Akron, OH",OH,1,2020,139687.25,529.0,146055.43406440687,51.0,-6368.1840644068725
83,"Akron, OH",OH,2,2020,157936.8,544.0,146876.29282545755,55.0,11060.507174542436
83,"Akron, OH",OH,3,2020,162819.75,687.0,147896.0850324764,58.0,14923.664967523597
83,"Akron, OH",OH,4,2020,169801.25,706.0,148956.03484340306,68.0,20845.21515659694
83,"Akron, OH",OH,5,2020,178887.8,709.0,149529.04075227937,77.0,29358.75924772062
83,"Akron, OH",OH,6,2020,183145.0,895.0,149889.315842783,78.0,33255.68415721701
83,"Akron, OH",OH,7,2020,201278.5,1081.0,150373.56065115336,79.0,50904.939348846645
83,"Akron, OH",OH,8,2020,186886.2,1057.0,151535.02176840627,75.0,35351.178231593745
83,"Akron, OH",OH,9,2020,195856.25,1039.0,153429.95750394222,68.0,42426.29249605778
83,"Akron, OH",OH,10,2020,187028.2,1068.0,155710.71811766838,62.0,31317.48188233163
83,"Akron, OH",OH,11,2020,195051.25,921.0,158334.64320018722,58.0,36716.606799812784
83,"Akron, OH",OH,12,2020,177892.25,915.0,160747.9714481318,56.0,17144.278551868192
83,"Akron, OH",OH,1,2021,172062.4,608.0,162864.42940851796,67.0,9197.970591482037
83,"Akron, OH",OH,2,2021,169820.0,604.0,164817.91949322188,85.0,5002.080506778118
83,"Akron, OH",OH,3,2021,177159.25,833.0,166831.52534767185,95.0,10327.72465232815
83,"Akron, OH",OH,4,2021,191292.25,883.0,168920.25758587974,94.0,22371.992414120265
83,"Akron, OH",OH,5,2021,191594.0,950.0,171065.09998022832,88.0,20528.90001977168
83,"Akron, OH",OH,6,2021,206531.75,1095.0,173346.40769930757,81.0,33185.34230069243
83,"Akron, OH",OH,7,2021,205603.4,1132.0,175174.77975586316,73.0,30428.620244136837
83,"Akron, OH",OH,8,2021,198693.75,1080.0,175861.2681720047,67.0,22832.481827995303
83,"Akron, OH",OH,9,2021,203302.5,1134.0,175454.73662507194,65.0,27847.763374928065
83,"Akron, OH",OH,10,2021,196476.0,1049.0,174885.82664796562,63.0,21590.173352034384
83,"Akron, OH",OH,11,2021,192076.75,982.0,174802.82464481544,62.0,17273.92535518456
83,"Akron, OH",OH,12,2021,192671.5,1015.0,175145.95380721698,64.0,17525.54619278302
83,"Akron, OH",OH,1,2022,173412.8,696.0,176711.37527113932,76.0,-3298.575271139329
83,"Akron, OH",OH,2,2022,179605.75,650.0,179142.49887858864,85.0,463.25112141136196
83,"Akron, OH",OH,3,2022,180638.5,823.0,182073.80799738443,87.0,-1435.3079973844287
83,"Akron, OH",OH,4,2022,203291.2,853.0,184743.08383718287,82.0,18548.11616281714
83,"Akron, OH",OH,5,2022,211376.5,982.0,186900.4100933709,74.0,24476.089906629088
83,"Akron, OH",OH,6,2022,236950.25,1094.0,188991.5184330168,68.0,47958.73156698319
83,"Akron, OH",OH,7,2022,238382.4,917.0,190285.7221167484,64.0,48096.6778832516
83,"Akron, OH",OH,8,2022,227239.0,1068.0,190891.4816968168,60.0,36347.5183031832
83,"Akron, OH",OH,9,2022,216736.5,960.0,190859.9393387652,57.0,25876.560661234806
83,"Akron, OH",OH,10,2022,211193.6,803.0,190909.20523703765,54.0,20284.394762962358
83,"Akron, OH",OH,11,2022,205311.0,739.0,191088.9085090783,49.0,14222.09149092171
83,"Akron, OH",OH,12,2022,186747.8,676.0,191095.6940875633,52.0,-4347.894087563298
83,"Akron, OH",OH,1,2023,190344.5,500.0,190553.1480003337,61.0,-208.64800033369102
83,"Akron, OH",OH,2,2023,205710.0,552.0,190368.10558560223,72.0,15341.894414397771
83,"Akron, OH",OH,3,2023,188444.0,728.0,190866.2562314917,78.0,-2422.256231491687
83,"Akron, OH",OH,4,2023,204707.0,638.0,192244.89913030597,82.0,12462.100869694026
83,"Akron, OH",OH,5,2023,212201.5,787.0,193960.3790635966,77.0,18241.1209364034
83,"Akron, OH",OH,6,2023,246911.75,839.0,195737.25535417485,75.0,51174.49464582515
83,"Akron, OH",OH,7,2023,233860.2,726.0,197430.28283370085,75.0,36429.91716629916
83,"Akron, OH",OH,8,2023,230632.0,833.0,198810.5030111665,72.0,31821.496988833504
83,"Akron, OH",OH,9,2023,205890.4,731.0,199965.97578482924,64.0,5924.4242151707585
83,"Akron, OH",OH,10,2023,208947.75,769.0,200764.99481707244,58.0,8182.755182927562
83,"Akron, OH",OH,11,2023,208704.5,637.0,201400.98505115983,56.0,7303.514948840166
83,"Akron, OH",OH,12,2023,205094.8,580.0,201811.92731362063,64.0,3282.8726863793563
83,"Akron, OH",OH,1,2024,191406.25,488.0,202153.74496572805,73.0,-10747.494965728052
83,"Akron, OH",OH,2,2024,195461.25,509.0,202953.5087093266,81.0,-7492.25870932659
83,"Akron, OH",OH,3,2024,208425.0,613.0,204560.27201651435,84.0,3864.7279834856454
83,"Akron, OH",OH,4,2024,223217.25,669.0,206750.28328662505,86.0,16466.966713374946
83,"Akron, OH",OH,5,2024,225179.25,692.0,208780.747308579,83.0,16398.50269142099
83,"Akron, OH",OH,6,2024,263090.6,731.0,210192.9173885372,79.0,52897.68261146278
83,"Akron, OH",OH,7,2024,250005.5,792.0,211059.2503408819,73.0,38946.2496591181
83,"Akron, OH",OH,8,2024,263109.2,821.0,211606.47729032612,68.0,51502.72270967389
83,"Akron, OH",OH,9,2024,240604.75,665.0,211943.32984781024,62.0,28661.420152189763
83,"Akron, OH",OH,10,2024,247149.75,759.0,212370.6657181068,58.0,34779.084281893214
83,"Akron, OH",OH,11,2024,225720.8,637.0,212962.92622135344,55.0,12757.87377864655
83,"Akron, OH",OH,12,2024,228519.5,613.0,214113.06265866605,57.0,14406.437341333949
83,"Akron, OH",OH,1,2025,171716.0,526.0,215396.07121611183,62.0,-43680.07121611183
64,"Albany, NY",NY,2,2008,173463.25,355.0,208107.9674802808,,-34644.717480280786
64,"Albany, NY",NY,3,2008,175135.6,394.0,207710.0252688064,,-32574.4252688064
64,"Albany, NY",NY,4,2008,189168.25,434.0,207321.857000586,,-18153.607000585995
64,"Albany, NY",NY,5,2008,184603.4,511.0,207537.2351592004,,-22933.83515920042
64,"Albany, NY",NY,6,2008,190552.75,603.0,207969.34189542956,,-17416.591895429563
64,"Albany, NY",NY,7,2008,196231.5,591.0,208207.79197720563,,-11976.291977205634
64,"Albany, NY",NY,8,2008,198471.0,659.0,207722.39960768924,,-9251.399607689236
64,"Albany, NY",NY,9,2008,199340.75,542.0,206936.9399352492,,-7596.189935249189
64,"Albany, NY",NY,10,2008,183483.5,544.0,206175.59345434784,,-22692.093454347836
64,"Albany, NY",NY,11,2008,185696.8,447.0,205349.99972523763,,-19653.199725237646
64,"Albany, NY",NY,12,2008,175143.5,413.0,204665.1204875677,,-29521.620487567707
64,"Albany, NY",NY,1,2009,179153.8,281.0,204108.43618496985,,-24954.63618496986
64,"Albany, NY",NY,2,2009,158549.0,244.0,203629.81387344995,,-45080.81387344995
64,"Albany, NY",NY,3,2009,200549.0,324.0,203173.592120385,,-2624.592120385001
64,"Albany, NY",NY,4,2009,181368.5,343.0,202501.95455528144,,-21133.454555281438
64,"Albany, NY",NY,5,2009,185541.6,392.0,201823.40382967307,,-16281.803829673067
64,"Albany, NY",NY,6,2009,186880.0,544.0,201036.68795812357,,-14156.68795812357
64,"Albany, NY",NY,7,2009,187367.5,630.0,200435.527900194,,-13068.027900193993
64,"Albany, NY",NY,8,2009,200357.4,601.0,200123.19609633763,,234.20390366236097
64,"Albany, NY",NY,9,2009,186468.5,537.0,200002.79967473177,,-13534.299674731767
64,"Albany, NY",NY,10,2009,189514.2,599.0,200215.9908034285,,-10701.790803428477
64,"Albany, NY",NY,11,2009,176550.0,591.0,200476.14499627508,,-23926.144996275078
64,"Albany, NY",NY,12,2009,170877.25,457.0,200627.02536076703,,-29749.77536076703
64,"Albany, NY",NY,1,2010,161066.6,304.0,200594.08373317728,,-39527.48373317727
64,"Albany, NY",NY,2,2010,173985.75,264.0,200440.73060133177,,-26454.980601331772
64,"Albany, NY",NY,3,2010,174459.5,391.0,200433.4000928663,,-25973.9000928663
64,"Albany, NY",NY,4,2010,173621.5,450.0,200762.330003723,,-27140.830003723007
64,"Albany, NY",NY,5,2010,179383.2,468.0,201527.13968958036,,-22143.93968958035
64,"Albany, NY",NY,6,2010,209078.0,739.0,202289.4848909909,,6788.515109009109
64,"Albany, NY",NY,7,2010,182382.8,410.0,202569.9835343949,,-20187.18353439492
64,"Albany, NY",NY,8,2010,179401.25,407.0,202221.9660728584,,-22820.7160728584
64,"Albany, NY",NY,9,2010,189519.25,351.0,201642.12234816584,,-12122.872348165838
64,"Albany, NY",NY,10,2010,180010.8,369.0,200886.5256034044,,-20875.725603404426
64,"Albany, NY",NY,11,2010,194637.75,365.0,199913.9535613358,,-5276.203561335802
64,"Albany, NY",NY,12,2010,181734.0,366.0,198825.72962406604,,-17091.729624066036
64,"Albany, NY",NY,1,2011,181142.2,293.0,197935.0060886236,,-16792.80608862359
64,"Albany, NY",NY,2,2011,178081.75,257.0,197482.33087114865,,-19400.580871148646
64,"Albany, NY",NY,3,2011,165560.5,358.0,197246.60811110912,,-31686.10811110912
64,"Albany, NY",NY,4,2011,173568.0,314.0,196882.5834004481,,-23314.583400448086
64,"Albany, NY",NY,5,2011,179905.25,398.0,196305.9950826992,,-16400.7450826992
64,"Albany, NY",NY,6,2011,192203.5,465.0,195337.0142761912,,-3133.514276191214
64,"Albany, NY",NY,7,2011,193099.0,428.0,194001.62318285307,,-902.6231828530726
64,"Albany, NY",NY,8,2011,197127.75,508.0,192929.80777473413,,4197.94222526587
64,"Albany, NY",NY,9,2011,185920.0,428.0,192198.67581651817,,-6278.675816518167
64,"Albany, NY",NY,10,2011,181886.6,369.0,191732.79682678977,,-9846.196826789761
64,"Albany, NY",NY,11,2011,182762.75,386.0,190929.82822396263,,-8167.078223962628
64,"Albany, NY",NY,12,2011,180895.8,389.0,190425.4991715049,,-9529.699171504908
64,"Albany, NY",NY,1,2012,173893.75,314.0,190236.60698524848,,-16342.85698524848
64,"Albany, NY",NY,2,2012,173021.75,285.0,190532.2187771762,,-17510.468777176196
64,"Albany, NY",NY,3,2012,172778.6,340.0,191000.0212805463,,-18221.42128054629
64,"Albany, NY",NY,4,2012,186811.5,383.0,191533.52632765545,,-4722.026327655447
64,"Albany, NY",NY,5,2012,182520.25,483.0,191989.44819716216,,-9469.198197162157
64,"Albany, NY",NY,6,2012,188840.0,495.0,192017.6643933636,,-3177.664393363608
64,"Albany, NY",NY,7,2012,204518.0,506.0,191620.9869704684,,12897.013029531605
64,"Albany, NY",NY,8,2012,197428.5,585.0,190714.216513228,,6714.2834867720085
64,"Albany, NY",NY,9,2012,195949.8,438.0,190130.7763723226,,5819.023627677379
64,"Albany, NY",NY,10,2012,178078.0,490.0,189800.6704674907,,-11722.670467490709
64,"Albany, NY",NY,11,2012,197533.25,458.0,190051.1622006774,,7482.087799322588
64,"Albany, NY",NY,12,2012,195187.0,384.0,190343.40534582824,,4843.594654171757
64,"Albany, NY",NY,1,2013,170012.75,381.0,190953.5950236414,,-20940.845023641392
64,"Albany, NY",NY,2,2013,175104.75,306.0,191631.8738185401,,-16527.1238185401
64,"Albany, NY",NY,3,2013,195212.0,387.0,192221.35276283827,,2990.6472371617274
64,"Albany, NY",NY,4,2013,186432.25,422.0,192853.8409483307,,-6421.590948330704
64,"Albany, NY",NY,5,2013,182465.25,512.0,193490.23837816392,,-11024.988378163922
64,"Albany, NY",NY,6,2013,206992.4,551.0,193995.0339965961,,12997.366003403906
64,"Albany, NY",NY,7,2013,198889.0,625.0,194128.07594948504,,4760.924050514965
64,"Albany, NY",NY,8,2013,205815.6,621.0,193791.84382786523,,12023.756172134774
64,"Albany, NY",NY,9,2013,197079.0,513.0,193355.7629568297,,3723.2370431702875
64,"Albany, NY",NY,10,2013,189681.25,582.0,192946.3149122992,,-3265.064912299189
64,"Albany, NY",NY,11,2013,177583.6,446.0,192736.69767938016,,-15153.097679380153
64,"Albany, NY",NY,12,2013,187247.75,518.0,192710.1943973828,,-5462.444397382787
64,"Albany, NY",NY,1,2014,201192.75,365.0,192960.0964299309,,8232.653570069087
64,"Albany, NY",NY,2,2014,181465.75,273.0,193395.7530262036,,-11930.003026203602
64,"Albany, NY",NY,3,2014,199461.0,348.0,193905.10266367404,,5555.897336325957
64,"Albany, NY",NY,4,2014,178671.25,418.0,194369.8170684972,,-15698.567068497214
64,"Albany, NY",NY,5,2014,184340.6,461.0,195004.45333790476,,-10663.853337904759
64,"Albany, NY",NY,6,2014,196858.25,565.0,195244.99669405035,,1613.253305949649
64,"Albany, NY",NY,7,2014,209852.75,570.0,195232.78231326767,,14619.967686732329
64,"Albany, NY",NY,8,2014,199073.6,639.0,194716.10826333117,,4357.491736668831
64,"Albany, NY",NY,9,2014,183662.75,555.0,194278.07029887708,,-10615.320298877079
64,"Albany, NY",NY,10,2014,188539.0,577.0,193676.38675308583,,-5137.386753085826
64,"Albany, NY",NY,11,2014,192726.6,444.0,193231.12391723835,,-504.52391723834444
64,"Albany, NY",NY,12,2014,182585.25,560.0,193084.0315183636,,-10498.781518363598
64,"Albany, NY",NY,1,2015,182728.6,366.0,193373.50483140396,,-10644.904831403954
64,"Albany, NY",NY,2,2015,173891.0,345.0,193858.25745629217,,-19967.257456292165
64,"Albany, NY",NY,3,2015,185653.0,446.0,194291.4849355633,,-8638.48493556329
64,"Albany, NY",NY,4,2015,184988.25,476.0,194681.5574957196,,-9693.307495719608
64,"Albany, NY",NY,5,2015,186707.0,559.0,195073.4435243792,,-8366.443524379196
64,"Albany, NY",NY,6,2015,191894.75,705.0,195350.3844490584,,-3455.634449058387
64,"Albany, NY",NY,7,2015,204249.5,761.0,195777.9606124326,,8471.539387567405
64,"Albany, NY",NY,8,2015,204189.2,771.0,196277.3532147544,,7911.846785245609
64,"Albany, NY",NY,9,2015,194420.25,699.0,196843.1684874416,,-2422.9184874416096
64,"Albany, NY",NY,10,2015,187358.2,652.0,197148.3061086365,,-9790.106108636479
64,"Albany, NY",NY,11,2015,183755.0,546.0,197260.2638128562,,-13505.263812856196
64,"Albany, NY",NY,12,2015,183144.0,622.0,197510.87219169864,,-14366.87219169864
64,"Albany, NY",NY,1,2016,171486.4,499.0,198041.30438564904,,-26554.904385649046
64,"Albany, NY",NY,2,2016,171970.25,409.0,198706.9465452073,,-26736.69654520729
64,"Albany, NY",NY,3,2016,173994.75,547.0,199026.324212592,,-25031.574212592008
64,"Albany, NY",NY,4,2016,179509.4,601.0,199345.22546104933,,-19835.82546104933
64,"Albany, NY",NY,5,2016,188157.5,639.0,199566.6932292784,,-11409.193229278404
64,"Albany, NY",NY,6,2016,191681.5,863.0,200022.96975400124,,-8341.469754001242
64,"Albany, NY",NY,7,2016,201054.6,785.0,200310.93338510612,,743.6666148938821
64,"Albany, NY",NY,8,2016,192763.25,809.0,200693.3528273149,,-7930.102827314899
64,"Albany, NY",NY,9,2016,193036.75,745.0,201052.77641262687,,-8016.026412626874
